FD_PK,PSA,PARK,FQ,SCORE
93,PSA4,SUNSET PLAYGROUND,FY10Q4,0.94712
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY10Q4,1
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY10Q4,0.9697
192,PSA2,TURK/HYDE MINI PARK,FY10Q4,0.94118
135,PSA2,UNION SQUARE,FY10Q4,0.92857
22,PSA5,UPPER NOE RECREATION CENTER,FY10Q4,0.87755
202,PSA2,UTAH/18TH MINI PARK,FY10Q4,1
169,PSA2,VICTORIA MANALO DRAVES PARK,FY10Q4,0.7574
177,PSA3,VISITACION VALLEY GREENWAY,FY10Q4,1
27,PSA3,VISITACION VALLEY PLAYGROUND,FY10Q4,0.88889
4,PSA5,WALTER HAAS PLAYGROUND,FY10Q4,0.96825
147,PSA1,WASHINGTON SQUARE,FY10Q4,0.952
144,PSA1,WASHINGTON/HYDE MINI PARK,FY10Q4,0.90909
68,PSA4,WEST PORTAL PLAYGROUND,FY10Q4,0.86842
91,PSA4,WEST SUNSET PLAYGROUND,FY10Q4,0.97101
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY10Q4,0.87356
170,PSA1,WOH HEI YUEN PARK,FY10Q4,1
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY10Q4,0.97143
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY10Q4,0.79518
156,PSA1,10TH AVE/CLEMENT MINI PARK,FY11Q1,1
46,PSA3,ADAM ROGERS PARK,FY11Q1,0.88732
117,PSA2,ALAMO SQUARE,FY11Q1,0.90588
151,PSA1,ALICE MARBLE TENNIS COURTS,FY11Q1,1
62,PSA6,ALIOTO MINI PARK,FY11Q1,0.88
131,PSA1,ALLYNE PARK,FY11Q1,0.96875
129,PSA1,ALTA PLAZA,FY11Q1,0.90722
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY11Q1,0.9845
65,PSA4,APTOS PLAYGROUND,FY11Q1,0.98824
97,PSA1,ARGONNE PLAYGROUND,FY11Q1,0.94382
66,PSA5,BALBOA PARK,FY11Q1,0.85
38,PSA3,BAY VIEW PLAYGROUND,FY11Q1,0.92208
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY11Q1,0.93333
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY11Q1,0.93506
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY11Q1,0.9
121,PSA2,BUCHANAN STREET MALL,FY11Q1,0.80597
108,PSA2,BUSH/BRODERICK MINI PARK,FY11Q1,1
95,PSA1,CABRILLO PLAYGROUND,FY11Q1,0.96203
86,PSA4,CARL LARSEN PARK,FY11Q1,0.84127
15,PSA3,CAYUGA PLAYGROUND,FY11Q1,0.82222
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY11Q1,0.96552
34,PSA6,COLERIDGE MINI PARK,FY11Q1,1
137,PSA1,COLLIS P. HUNTINGTON PARK,FY11Q1,0.80851
80,PSA5,CORONA HEIGHTS,FY11Q1,0.77778
110,PSA1,COW HOLLOW PLAYGROUND,FY11Q1,0.98333
164,PSA3,CROCKER AMAZON PLAYGROUND,FY11Q1,0.88636
8,PSA5,DOUGLASS PLAYGROUND,FY11Q1,0.98947
98,PSA1,DUPONT COURTS,FY11Q1,0.93939
193,PSA2,ESPRIT PARK,FY11Q1,0.90625
75,PSA5,EUREKA VALLEY REC CENTER,FY11Q1,0.97674
29,PSA3,EXCELSIOR PLAYGROUND,FY11Q1,0.80198
184,PSA1,FAY PARK,FY11Q1,0.97619
55,PSA2,FRANKLIN SQUARE,FY11Q1,0.87273
96,PSA1,FULTON PLAYGROUND,FY11Q1,0.94898
24,PSA6,GARFIELD SQUARE,FY11Q1,0.93478
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY11Q1,0.97701
44,PSA3,GILMAN PLAYGROUND,FY11Q1,0.91781
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY11Q1,0.91667
756665,GGP,GOLDEN GATE PARK - Section 1,FY11Q1,0.93333
756669,GGP,GOLDEN GATE PARK - Section 5,FY11Q1,0.88542
756670,GGP,GOLDEN GATE PARK - Section 6,FY11Q1,0.98473
104,PSA2,GRATTAN PLAYGROUND,FY11Q1,0.84524
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY11Q1,0.4359
130,PSA1,HELEN WILLS PLAYGROUND,FY11Q1,1
47,PSA3,HILLTOP PARK,FY11Q1,0.81481
32,PSA6,HOLLY PARK,FY11Q1,0.94382
146,PSA1,HYDE/VALLEJO MINI PARK,FY11Q1,0.69444
145,PSA1,INA COOLBRITH MINI PARK,FY11Q1,0.95652
48,PSA3,INDIA BASIN SHORELINE PARK,FY11Q1,0.94366
90,PSA4,J. P. MURPHY PLAYGROUND,FY11Q1,0.95699
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY11Q1,0.89873
28,PSA3,JOHN MCLAREN PARK,FY11Q1,0.86667
158,PSA5,JOOST/BADEN MINI PARK,FY11Q1,0.84615
60,PSA6,JOSE CORONADO PLAYGROUND,FY11Q1,1
154,PSA1,JOSEPH CONRAD MINI PARK,FY11Q1,0.9375
166,PSA1,JULIUS KAHN PLAYGROUND,FY11Q1,0.97163
13,PSA4,JUNIPERO SERRA PLAYGROUND,FY11Q1,0.96907
23,PSA6,JURI COMMONS,FY11Q1,0.90909
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY11Q1,0.9697
26,PSA3,KELLOCH VELASCO MINI PARK,FY11Q1,0.94737
191,PSA6,KID POWER PARK,FY11Q1,1
115,PSA2,KOSHLAND PARK,FY11Q1,0.90196
128,PSA1,LAFAYETTE PARK,FY11Q1,0.78313
107,PSA1,LAUREL HILL PLAYGROUND,FY11Q1,0.77778
14,PSA3,LESSING/SEARS MINI PARK,FY11Q1,0.81395
103,PSA1,LINCOLN PARK,FY11Q1,0.91803
163,GGP,LOWER GREAT HIGHWAY,FY11Q1,0.89655
142,PSA1,MARITIME PLAZA,FY11Q1,1
88,PSA4,MCCOPPIN SQUARE,FY11Q1,0.91176
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY11Q1,0.85057
148,PSA1,MICHELANGELO PLAYGROUND,FY11Q1,0.94643
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY11Q1,0.98701
70,PSA5,MIRALOMA PLAYGROUND,FY11Q1,1
59,PSA6,MISSION REC CENTER,FY11Q1,0.87097
132,PSA1,MOSCONE RECREATION CENTER,FY11Q1,0.87597
102,PSA1,MOUNTAIN LAKE PARK,FY11Q1,0.86747
78,PSA5,MT OLYMPUS,FY11Q1,1
155,PSA1,MURIEL LEFF MINI PARK,FY11Q1,1
72,PSA5,NOE VALLEY COURTS,FY11Q1,0.90667
114,PSA2,PAGE/LAGUNA MINI PARK,FY11Q1,1
111,PSA1,PALACE OF FINE ARTS,FY11Q1,0.925
188,PSA3,PALOU/PHELPS PARK,FY11Q1,0.86111
101,PSA1,PARK PRESIDIO BLVD,FY11Q1,0.57895
187,PSA6,PARQUE NINOS UNIDOS,FY11Q1,0.97403
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY11Q1,1
195,PSA5,PEIXOTTO PLAYGROUND,FY11Q1,0.94286
82,PSA4,PINE LAKE PARK,FY11Q1,1
141,PSA1,PORTSMOUTH SQUARE,FY11Q1,0.84286
49,PSA6,POTRERO DEL SOL PARK,FY11Q1,0.8875
52,PSA2,POTRERO HILL RECREATION CENTER,FY11Q1,0.82524
37,PSA6,PRECITA PARK,FY11Q1,0.91489
201,PSA6,PRENTISS MINI PARK,FY11Q1,0.97143
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY11Q1,0.95588
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY11Q1,0.93103
100,PSA1,RICHMOND PLAYGROUND,FY11Q1,0.98795
172,PSA1,RICHMOND RECREATION CENTER,FY11Q1,0.95745
99,PSA1,ROCHAMBEAU PLAYGROUND,FY11Q1,0.97753
157,PSA3,SELBY/PALOU MINI PARK,FY11Q1,0.83721
123,PSA2,SGT. JOHN MACAULAY PARK,FY11Q1,0.86667
83,PSA4,SIGMUND STERN RECREATION GROVE,FY11Q1,0.90909
31,PSA6,ST MARY'S REC CENTER,FY11Q1,0.96875
136,PSA1,ST MARY'S SQUARE,FY11Q1,1
143,PSA1,SUE BIERMAN PARK,FY11Q1,0.97619
180,PSA5,SUNNYSIDE CONSERVATORY,FY11Q1,1
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY11Q1,0.90909
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY11Q1,1
192,PSA2,TURK/HYDE MINI PARK,FY11Q1,1
135,PSA2,UNION SQUARE,FY11Q1,1
22,PSA5,UPPER NOE RECREATION CENTER,FY11Q1,0.97849
202,PSA2,UTAH/18TH MINI PARK,FY11Q1,0.91176
169,PSA2,VICTORIA MANALO DRAVES PARK,FY11Q1,0.93827
177,PSA3,VISITACION VALLEY GREENWAY,FY11Q1,1
27,PSA3,VISITACION VALLEY PLAYGROUND,FY11Q1,0.92157
4,PSA5,WALTER HAAS PLAYGROUND,FY11Q1,0.95313
147,PSA1,WASHINGTON SQUARE,FY11Q1,1
144,PSA1,WASHINGTON/HYDE MINI PARK,FY11Q1,1
91,PSA4,WEST SUNSET PLAYGROUND,FY11Q1,0.94828
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY11Q1,1
170,PSA1,WOH HEI YUEN PARK,FY11Q1,0.96
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY11Q1,0.95455
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY11Q1,0.83516
