FD_PK,PSA,PARK,FQ,SCORE
39,PSA3,SILVER TERRACE PLAYGROUND,FY08Q2,0.89744
56,PSA2,SOUTH PARK,FY08Q2,0.82418
85,PSA4,SOUTH SUNSET PLAYGROUND,FY08Q2,0.83333
31,PSA6,ST MARY'S REC CENTER,FY08Q2,0.95833
136,PSA1,ST MARY'S SQUARE,FY08Q2,0.93182
200,PSA5,STATES STREET PLAYGROUND,FY08Q2,0.96296
143,PSA1,SUE BIERMAN PARK,FY08Q2,1
180,PSA5,SUNNYSIDE CONSERVATORY,FY08Q2,0.71212
93,PSA4,SUNSET PLAYGROUND,FY08Q2,0.95436
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY08Q2,0.92308
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY08Q2,0.81633
197,PSA5,TOPAZ OPEN SPACE,FY08Q2,1
192,PSA2,TURK/HYDE MINI PARK,FY08Q2,0.92857
135,PSA2,UNION SQUARE,FY08Q2,1
202,PSA2,UTAH/18TH MINI PARK,FY08Q2,0.88889
169,PSA2,VICTORIA MANALO DRAVES PARK,FY08Q2,0.98592
177,PSA3,VISITACION VALLEY GREENWAY,FY08Q2,0.79412
27,PSA3,VISITACION VALLEY PLAYGROUND,FY08Q2,0.94937
4,PSA5,WALTER HAAS PLAYGROUND,FY08Q2,0.92174
144,PSA1,WASHINGTON/HYDE MINI PARK,FY08Q2,0.86364
68,PSA4,WEST PORTAL PLAYGROUND,FY08Q2,0.85465
91,PSA4,WEST SUNSET PLAYGROUND,FY08Q2,0.89963
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY08Q2,0.91579
170,PSA1,WOH HEI YUEN PARK,FY08Q2,0.92308
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY08Q2,0.9802
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY08Q2,0.93976
51,PSA6,24TH/YORK MINI PARK,FY08Q3,0.96154
194,PSA5,29TH/DIAMOND OPEN SPACE,FY08Q3,1
46,PSA3,ADAM ROGERS PARK,FY08Q3,0.56303
117,PSA2,ALAMO SQUARE,FY08Q3,0.83929
25,PSA3,ALICE CHALMERS PLAYGROUND,FY08Q3,0.91925
151,PSA1,ALICE MARBLE TENNIS COURTS,FY08Q3,0.95
62,PSA6,ALIOTO MINI PARK,FY08Q3,0.95833
131,PSA1,ALLYNE PARK,FY08Q3,0.82143
129,PSA1,ALTA PLAZA,FY08Q3,0.89873
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY08Q3,0.9913
65,PSA4,APTOS PLAYGROUND,FY08Q3,0.91379
97,PSA1,ARGONNE PLAYGROUND,FY08Q3,0.95556
66,PSA5,BALBOA PARK,FY08Q3,0.90659
38,PSA3,BAY VIEW PLAYGROUND,FY08Q3,0.73171
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY08Q3,1
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY08Q3,0.91139
18,PSA4,BROOKS PARK,FY08Q3,0.59259
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY08Q3,0.16667
121,PSA2,BUCHANAN STREET MALL,FY08Q3,0.88889
81,PSA5,BUENA VISTA PARK,FY08Q3,0.83108
108,PSA2,BUSH/BRODERICK MINI PARK,FY08Q3,0.96296
95,PSA1,CABRILLO PLAYGROUND,FY08Q3,0.93902
15,PSA3,CAYUGA PLAYGROUND,FY08Q3,1
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY08Q3,1
140,PSA1,CHINESE RECREATION CENTER,FY08Q3,0.95238
137,PSA1,COLLIS P. HUNTINGTON PARK,FY08Q3,0.9898
80,PSA5,CORONA HEIGHTS,FY08Q3,0.98387
199,PSA6,COSO/PRECITA MINI PARK,FY08Q3,0.70588
127,PSA2,COTTAGE ROW MINI PARK,FY08Q3,0.87879
110,PSA1,COW HOLLOW PLAYGROUND,FY08Q3,0.85246
164,PSA3,CROCKER AMAZON PLAYGROUND,FY08Q3,0.81731
181,PSA5,DIAMOND/FARNUM OPEN SPACE,FY08Q3,1
8,PSA5,DOUGLASS PLAYGROUND,FY08Q3,0.91795
113,PSA6,DUBOCE PARK,FY08Q3,0.93333
98,PSA1,DUPONT COURTS,FY08Q3,0.64865
193,PSA2,ESPRIT PARK,FY08Q3,0.90909
75,PSA5,EUREKA VALLEY REC CENTER,FY08Q3,1
6,PSA5,EVERSON/DIGBY LOTS,FY08Q3,1
29,PSA3,EXCELSIOR PLAYGROUND,FY08Q3,0.86628
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY08Q3,0.93571
184,PSA1,FAY PARK,FY08Q3,1
182,PSA2,FILLMORE/TURK MINI PARK,FY08Q3,0.95652
55,PSA2,FRANKLIN SQUARE,FY08Q3,0.55357
96,PSA1,FULTON PLAYGROUND,FY08Q3,0.84158
24,PSA6,GARFIELD SQUARE,FY08Q3,0.92683
57,PSA2,GENE FRIEND REC CENTER,FY08Q3,0.86806
21,PSA5,GENEVA AVENUE STRIP,FY08Q3,NULL
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY08Q3,0.9403
44,PSA3,GILMAN PLAYGROUND,FY08Q3,0.39655
1,PSA5,GLEN PARK,FY08Q3,0.91818
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY08Q3,0.88525
94,GGP,GOLDEN GATE PARK,FY08Q3,0.89297
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY08Q3,0.96154
104,PSA2,GRATTAN PLAYGROUND,FY08Q3,0.89809
116,PSA2,HAYES VALLEY PLAYGROUND,FY08Q3,0.96364
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY08Q3,0.78082
130,PSA1,HELEN WILLS PLAYGROUND,FY08Q3,0.96774
137671,PSA3,HERZ PLAYGROUND,FY08Q3,0.72289
47,PSA3,HILLTOP PARK,FY08Q3,0.9322
32,PSA6,HOLLY PARK,FY08Q3,0.88679
146,PSA1,HYDE/VALLEJO MINI PARK,FY08Q3,0.96875
145,PSA1,INA COOLBRITH MINI PARK,FY08Q3,0.94737
48,PSA3,INDIA BASIN SHORELINE PARK,FY08Q3,0.86555
126,PSA2,JAPANTOWN PEACE PLAZA,FY08Q3,0.9375
122,PSA2,JEFFERSON SQUARE,FY08Q3,0.68817
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY08Q3,1
28,PSA3,JOHN MCLAREN PARK,FY08Q3,0.81041
158,PSA5,JOOST/BADEN MINI PARK,FY08Q3,0.7561
60,PSA6,JOSE CORONADO PLAYGROUND,FY08Q3,0.90741
154,PSA1,JOSEPH CONRAD MINI PARK,FY08Q3,0.9697
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY08Q3,1
40,PSA3,JOSEPH LEE RECREATION CENTER,FY08Q3,0.95082
166,PSA1,JULIUS KAHN PLAYGROUND,FY08Q3,0.78689
23,PSA6,JURI COMMONS,FY08Q3,0.88372
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY08Q3,0.85714
191,PSA6,KID POWER PARK,FY08Q3,1
115,PSA2,KOSHLAND PARK,FY08Q3,0.95556
128,PSA1,LAFAYETTE PARK,FY08Q3,0.89247
10,PSA4,LAKE MERCED PARK,FY08Q3,0.9
107,PSA1,LAUREL HILL PLAYGROUND,FY08Q3,0.97794
14,PSA3,LESSING/SEARS MINI PARK,FY08Q3,0.45161
103,PSA1,LINCOLN PARK,FY08Q3,0.89655
42,PSA3,LITTLE HOLLYWOOD PARK,FY08Q3,0.875
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY08Q3,0.9
163,GGP,LOWER GREAT HIGHWAY,FY08Q3,0.86429
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY08Q3,0.84091
142,PSA1,MARITIME PLAZA,FY08Q3,0.98684
88,PSA4,MCCOPPIN SQUARE,FY08Q3,0.85714
53,PSA2,MCKINLEY SQUARE,FY08Q3,1
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY08Q3,0.83582
148,PSA1,MICHELANGELO PLAYGROUND,FY08Q3,0.91176
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY08Q3,0.95588
63,PSA6,MISSION DOLORES PARK,FY08Q3,0.91608
61,PSA6,MISSION PLAYGROUND,FY08Q3,0.9604
59,PSA6,MISSION REC CENTER,FY08Q3,1
102,PSA1,MOUNTAIN LAKE PARK,FY08Q3,0.82407
78,PSA5,MT OLYMPUS,FY08Q3,0.7907
176,PSA6,MULLEN/PERALTA MINI PARK,FY08Q3,0.92308
155,PSA1,MURIEL LEFF MINI PARK,FY08Q3,0.58621
72,PSA5,NOE VALLEY COURTS,FY08Q3,0.85455
114,PSA2,PAGE/LAGUNA MINI PARK,FY08Q3,0.88
111,PSA1,PALACE OF FINE ARTS,FY08Q3,0.84483
30,PSA3,PALEGA RECREATION CENTER,FY08Q3,0.92742
188,PSA3,PALOU/PHELPS PARK,FY08Q3,0.94444
101,PSA1,PARK PRESIDIO BLVD,FY08Q3,1
84,PSA4,PARKSIDE SQUARE,FY08Q3,0.82143
187,PSA6,PARQUE NINOS UNIDOS,FY08Q3,1
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY08Q3,0.90323
82,PSA4,PINE LAKE PARK,FY08Q3,0.86885
37264,PSA5,PORTOLA OPEN SPACE,FY08Q3,0
141,PSA1,PORTSMOUTH SQUARE,FY08Q3,0.95804
52,PSA2,POTRERO HILL RECREATION CENTER,FY08Q3,0.97531
37,PSA6,PRECITA PARK,FY08Q3,0.87097
201,PSA6,PRENTISS MINI PARK,FY08Q3,0.76471
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY08Q3,1
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY08Q3,0.8125
100,PSA1,RICHMOND PLAYGROUND,FY08Q3,0.98889
172,PSA1,RICHMOND RECREATION CENTER,FY08Q3,0.92727
189,PSA3,RIDGETOP PLAZA,FY08Q3,0.48387
99,PSA1,ROCHAMBEAU PLAYGROUND,FY08Q3,0.89524
9,PSA4,ROLPH NICOL PLAYGROUND,FY08Q3,0.42857
107857,PSA5,ROOSEVELT/HENRY STEPS,FY08Q3,0.76923
157,PSA3,SELBY/PALOU MINI PARK,FY08Q3,0.6875
73,PSA5,SEWARD MINI PARK,FY08Q3,0.73611
123,PSA2,SGT. JOHN MACAULAY PARK,FY08Q3,1
83,PSA4,SIGMUND STERN RECREATION GROVE,FY08Q3,1
39,PSA3,SILVER TERRACE PLAYGROUND,FY08Q3,0.89412
56,PSA2,SOUTH PARK,FY08Q3,0.76842
136,PSA1,ST MARY'S SQUARE,FY08Q3,0.94118
200,PSA5,STATES STREET PLAYGROUND,FY08Q3,0.84507
143,PSA1,SUE BIERMAN PARK,FY08Q3,0.69333
180,PSA5,SUNNYSIDE CONSERVATORY,FY08Q3,0.88235
93,PSA4,SUNSET PLAYGROUND,FY08Q3,0.89024
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY08Q3,0.92135
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY08Q3,0.94872
197,PSA5,TOPAZ OPEN SPACE,FY08Q3,1
192,PSA2,TURK/HYDE MINI PARK,FY08Q3,0.97143
135,PSA2,UNION SQUARE,FY08Q3,1
202,PSA2,UTAH/18TH MINI PARK,FY08Q3,0.92857
169,PSA2,VICTORIA MANALO DRAVES PARK,FY08Q3,0.9542
177,PSA3,VISITACION VALLEY GREENWAY,FY08Q3,0.90323
27,PSA3,VISITACION VALLEY PLAYGROUND,FY08Q3,0.93103
4,PSA5,WALTER HAAS PLAYGROUND,FY08Q3,0.69565
147,PSA1,WASHINGTON SQUARE,FY08Q3,0.92308
144,PSA1,WASHINGTON/HYDE MINI PARK,FY08Q3,0.90244
68,PSA4,WEST PORTAL PLAYGROUND,FY08Q3,0.94253
91,PSA4,WEST SUNSET PLAYGROUND,FY08Q3,0.87279
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY08Q3,0.87143
170,PSA1,WOH HEI YUEN PARK,FY08Q3,1
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY08Q3,0.76786
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY08Q3,0.8587
51,PSA6,24TH/YORK MINI PARK,FY08Q4,1
194,PSA5,29TH/DIAMOND OPEN SPACE,FY08Q4,1
46,PSA3,ADAM ROGERS PARK,FY08Q4,0.65574
117,PSA2,ALAMO SQUARE,FY08Q4,0.71642
25,PSA3,ALICE CHALMERS PLAYGROUND,FY08Q4,0.95745
151,PSA1,ALICE MARBLE TENNIS COURTS,FY08Q4,1
131,PSA1,ALLYNE PARK,FY08Q4,0.75
129,PSA1,ALTA PLAZA,FY08Q4,0.84545
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY08Q4,0.93069
65,PSA4,APTOS PLAYGROUND,FY08Q4,0.88
97,PSA1,ARGONNE PLAYGROUND,FY08Q4,0.81579
66,PSA5,BALBOA PARK,FY08Q4,0.81579
38,PSA3,BAY VIEW PLAYGROUND,FY08Q4,0.88312
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY08Q4,0.89474
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY08Q4,0.98592
204,PSA1,BROADWAY TUNNEL EAST MINI PARK,FY08Q4,0.61111
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY08Q4,0.93103
18,PSA4,BROOKS PARK,FY08Q4,1
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY08Q4,1
121,PSA2,BUCHANAN STREET MALL,FY08Q4,0.67213
81,PSA5,BUENA VISTA PARK,FY08Q4,0.83824
108,PSA2,BUSH/BRODERICK MINI PARK,FY08Q4,0.7619
95,PSA1,CABRILLO PLAYGROUND,FY08Q4,1
15,PSA3,CAYUGA PLAYGROUND,FY08Q4,0.9
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY08Q4,0.64286
140,PSA1,CHINESE RECREATION CENTER,FY08Q4,0.92857
34,PSA6,COLERIDGE MINI PARK,FY08Q4,0.92188
137,PSA1,COLLIS P. HUNTINGTON PARK,FY08Q4,1
80,PSA5,CORONA HEIGHTS,FY08Q4,0.88095
199,PSA6,COSO/PRECITA MINI PARK,FY08Q4,0.91667
127,PSA2,COTTAGE ROW MINI PARK,FY08Q4,0.85294
110,PSA1,COW HOLLOW PLAYGROUND,FY08Q4,0.90083
164,PSA3,CROCKER AMAZON PLAYGROUND,FY08Q4,0.79679
8,PSA5,DOUGLASS PLAYGROUND,FY08Q4,0.93407
113,PSA6,DUBOCE PARK,FY08Q4,0.92473
98,PSA1,DUPONT COURTS,FY08Q4,0.90164
193,PSA2,ESPRIT PARK,FY08Q4,0.93939
75,PSA5,EUREKA VALLEY REC CENTER,FY08Q4,0.96341
29,PSA3,EXCELSIOR PLAYGROUND,FY08Q4,0.93684
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY08Q4,0.90345
184,PSA1,FAY PARK,FY08Q4,1
182,PSA2,FILLMORE/TURK MINI PARK,FY08Q4,0.76667
55,PSA2,FRANKLIN SQUARE,FY08Q4,0.75
96,PSA1,FULTON PLAYGROUND,FY08Q4,0.93671
24,PSA6,GARFIELD SQUARE,FY08Q4,1
57,PSA2,GENE FRIEND REC CENTER,FY08Q4,0.9697
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY08Q4,0.90698
44,PSA3,GILMAN PLAYGROUND,FY08Q4,0.86567
1,PSA5,GLEN PARK,FY08Q4,1
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY08Q4,0.88889
94,GGP,GOLDEN GATE PARK,FY08Q4,0.87088
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY08Q4,0.94444
104,PSA2,GRATTAN PLAYGROUND,FY08Q4,0.86957
116,PSA2,HAYES VALLEY PLAYGROUND,FY08Q4,0.97222
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY08Q4,0.61039
130,PSA1,HELEN WILLS PLAYGROUND,FY08Q4,1
137671,PSA3,HERZ PLAYGROUND,FY08Q4,0.80328
47,PSA3,HILLTOP PARK,FY08Q4,0.83333
32,PSA6,HOLLY PARK,FY08Q4,0.93617
146,PSA1,HYDE/VALLEJO MINI PARK,FY08Q4,1
145,PSA1,INA COOLBRITH MINI PARK,FY08Q4,0.73913
48,PSA3,INDIA BASIN SHORELINE PARK,FY08Q4,0.91379
54,PSA2,JACKSON PLAYGROUND,FY08Q4,0.95098
126,PSA2,JAPANTOWN PEACE PLAZA,FY08Q4,1
122,PSA2,JEFFERSON SQUARE,FY08Q4,0.74725
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY08Q4,1
28,PSA3,JOHN MCLAREN PARK,FY08Q4,0.71325
158,PSA5,JOOST/BADEN MINI PARK,FY08Q4,0.95556
60,PSA6,JOSE CORONADO PLAYGROUND,FY08Q4,0.95862
154,PSA1,JOSEPH CONRAD MINI PARK,FY08Q4,0.92105
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY08Q4,0.91525
40,PSA3,JOSEPH LEE RECREATION CENTER,FY08Q4,0.90845
166,PSA1,JULIUS KAHN PLAYGROUND,FY08Q4,0.97541
23,PSA6,JURI COMMONS,FY08Q4,0.88506
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY08Q4,0.92105
191,PSA6,KID POWER PARK,FY08Q4,0.86517
115,PSA2,KOSHLAND PARK,FY08Q4,0.94595
128,PSA1,LAFAYETTE PARK,FY08Q4,0.84884
10,PSA4,LAKE MERCED PARK,FY08Q4,0.83562
107,PSA1,LAUREL HILL PLAYGROUND,FY08Q4,0.81707
14,PSA3,LESSING/SEARS MINI PARK,FY08Q4,0.87755
103,PSA1,LINCOLN PARK,FY08Q4,0.74419
42,PSA3,LITTLE HOLLYWOOD PARK,FY08Q4,0.7551
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY08Q4,0.76923
163,GGP,LOWER GREAT HIGHWAY,FY08Q4,0.94643
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY08Q4,0.84496
142,PSA1,MARITIME PLAZA,FY08Q4,0.87879
88,PSA4,MCCOPPIN SQUARE,FY08Q4,0.91892
53,PSA2,MCKINLEY SQUARE,FY08Q4,0.87719
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY08Q4,0.90123
148,PSA1,MICHELANGELO PLAYGROUND,FY08Q4,0.87719
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY08Q4,0.97333
63,PSA6,MISSION DOLORES PARK,FY08Q4,0.94215
61,PSA6,MISSION PLAYGROUND,FY08Q4,0.91837
59,PSA6,MISSION REC CENTER,FY08Q4,0.97368
102,PSA1,MOUNTAIN LAKE PARK,FY08Q4,0.79048
78,PSA5,MT OLYMPUS,FY08Q4,0.73333
176,PSA6,MULLEN/PERALTA MINI PARK,FY08Q4,0.91304
155,PSA1,MURIEL LEFF MINI PARK,FY08Q4,1
72,PSA5,NOE VALLEY COURTS,FY08Q4,0.91406
114,PSA2,PAGE/LAGUNA MINI PARK,FY08Q4,1
111,PSA1,PALACE OF FINE ARTS,FY08Q4,0.86517
30,PSA3,PALEGA RECREATION CENTER,FY08Q4,0.94017
188,PSA3,PALOU/PHELPS PARK,FY08Q4,0.74
101,PSA1,PARK PRESIDIO BLVD,FY08Q4,0.89474
84,PSA4,PARKSIDE SQUARE,FY08Q4,0.94068
187,PSA6,PARQUE NINOS UNIDOS,FY08Q4,1
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY08Q4,0.975
195,PSA5,PEIXOTTO PLAYGROUND,FY08Q4,0.96094
82,PSA4,PINE LAKE PARK,FY08Q4,0.87037
37264,PSA5,PORTOLA OPEN SPACE,FY08Q4,1
141,PSA1,PORTSMOUTH SQUARE,FY08Q4,0.77124
52,PSA2,POTRERO HILL RECREATION CENTER,FY08Q4,0.78992
37,PSA6,PRECITA PARK,FY08Q4,0.94872
201,PSA6,PRENTISS MINI PARK,FY08Q4,0.96774
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY08Q4,0.98592
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY08Q4,0.66038
100,PSA1,RICHMOND PLAYGROUND,FY08Q4,0.97468
172,PSA1,RICHMOND RECREATION CENTER,FY08Q4,1
99,PSA1,ROCHAMBEAU PLAYGROUND,FY08Q4,0.9375
9,PSA4,ROLPH NICOL PLAYGROUND,FY08Q4,0.85366
107857,PSA5,ROOSEVELT/HENRY STEPS,FY08Q4,0.94286
79,PSA5,SATURN STREET STEPS,FY08Q4,0.88136
157,PSA3,SELBY/PALOU MINI PARK,FY08Q4,0.75714
73,PSA5,SEWARD MINI PARK,FY08Q4,0.92308
123,PSA2,SGT. JOHN MACAULAY PARK,FY08Q4,0.83871
83,PSA4,SIGMUND STERN RECREATION GROVE,FY08Q4,0.82178
39,PSA3,SILVER TERRACE PLAYGROUND,FY08Q4,0.88043
56,PSA2,SOUTH PARK,FY08Q4,0.85263
85,PSA4,SOUTH SUNSET PLAYGROUND,FY08Q4,0.84211
136,PSA1,ST MARY'S SQUARE,FY08Q4,0.82569
200,PSA5,STATES STREET PLAYGROUND,FY08Q4,0.93846
143,PSA1,SUE BIERMAN PARK,FY08Q4,0.43243
180,PSA5,SUNNYSIDE CONSERVATORY,FY08Q4,0.81818
67,PSA5,SUNNYSIDE PLAYGROUND,FY08Q4,0.9759
93,PSA4,SUNSET PLAYGROUND,FY08Q4,0.93103
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY08Q4,1
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY08Q4,0.90909
197,PSA5,TOPAZ OPEN SPACE,FY08Q4,0
192,PSA2,TURK/HYDE MINI PARK,FY08Q4,0.85
135,PSA2,UNION SQUARE,FY08Q4,0.91304
202,PSA2,UTAH/18TH MINI PARK,FY08Q4,0.8913
169,PSA2,VICTORIA MANALO DRAVES PARK,FY08Q4,1
177,PSA3,VISITACION VALLEY GREENWAY,FY08Q4,0.89412
27,PSA3,VISITACION VALLEY PLAYGROUND,FY08Q4,0.89552
4,PSA5,WALTER HAAS PLAYGROUND,FY08Q4,0.89286
147,PSA1,WASHINGTON SQUARE,FY08Q4,0.93846
144,PSA1,WASHINGTON/HYDE MINI PARK,FY08Q4,0.93939
68,PSA4,WEST PORTAL PLAYGROUND,FY08Q4,0.9661
91,PSA4,WEST SUNSET PLAYGROUND,FY08Q4,0.95423
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY08Q4,0.88158
170,PSA1,WOH HEI YUEN PARK,FY08Q4,0.94444
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY08Q4,0.87121
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY08Q4,0.94792
51,PSA6,24TH/YORK MINI PARK,FY09Q1,1
194,PSA5,29TH/DIAMOND OPEN SPACE,FY09Q1,1
46,PSA3,ADAM ROGERS PARK,FY09Q1,0.74627
117,PSA2,ALAMO SQUARE,FY09Q1,0.86145
25,PSA3,ALICE CHALMERS PLAYGROUND,FY09Q1,0.97872
151,PSA1,ALICE MARBLE TENNIS COURTS,FY09Q1,0.98182
62,PSA6,ALIOTO MINI PARK,FY09Q1,0.95918
131,PSA1,ALLYNE PARK,FY09Q1,0.97059
129,PSA1,ALTA PLAZA,FY09Q1,0.90526
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY09Q1,0.94737
65,PSA4,APTOS PLAYGROUND,FY09Q1,0.94737
97,PSA1,ARGONNE PLAYGROUND,FY09Q1,0.96774
38,PSA3,BAY VIEW PLAYGROUND,FY09Q1,0.86486
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY09Q1,0.75
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY09Q1,0.91071
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY09Q1,0.91892
18,PSA4,BROOKS PARK,FY09Q1,0.95745
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY09Q1,0.78571
121,PSA2,BUCHANAN STREET MALL,FY09Q1,0.63636
81,PSA5,BUENA VISTA PARK,FY09Q1,0.82906
108,PSA2,BUSH/BRODERICK MINI PARK,FY09Q1,0.91429
95,PSA1,CABRILLO PLAYGROUND,FY09Q1,0.87245
86,PSA4,CARL LARSEN PARK,FY09Q1,0.80769
15,PSA3,CAYUGA PLAYGROUND,FY09Q1,0.89706
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY09Q1,0.92424
140,PSA1,CHINESE RECREATION CENTER,FY09Q1,0.80503
34,PSA6,COLERIDGE MINI PARK,FY09Q1,0.96429
137,PSA1,COLLIS P. HUNTINGTON PARK,FY09Q1,0.89362
80,PSA5,CORONA HEIGHTS,FY09Q1,0.95714
199,PSA6,COSO/PRECITA MINI PARK,FY09Q1,1
127,PSA2,COTTAGE ROW MINI PARK,FY09Q1,1
110,PSA1,COW HOLLOW PLAYGROUND,FY09Q1,0.98148
164,PSA3,CROCKER AMAZON PLAYGROUND,FY09Q1,0.53023
181,PSA5,DIAMOND/FARNUM OPEN SPACE,FY09Q1,1
8,PSA5,DOUGLASS PLAYGROUND,FY09Q1,0.90141
113,PSA6,DUBOCE PARK,FY09Q1,0.97674
98,PSA1,DUPONT COURTS,FY09Q1,0.91333
193,PSA2,ESPRIT PARK,FY09Q1,0.93548
75,PSA5,EUREKA VALLEY REC CENTER,FY09Q1,0.89655
6,PSA5,EVERSON/DIGBY LOTS,FY09Q1,1
29,PSA3,EXCELSIOR PLAYGROUND,FY09Q1,0.91398
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY09Q1,0.84
184,PSA1,FAY PARK,FY09Q1,1
182,PSA2,FILLMORE/TURK MINI PARK,FY09Q1,1
55,PSA2,FRANKLIN SQUARE,FY09Q1,0.81081
96,PSA1,FULTON PLAYGROUND,FY09Q1,0.87179
24,PSA6,GARFIELD SQUARE,FY09Q1,0.87333
57,PSA2,GENE FRIEND REC CENTER,FY09Q1,0.94915
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY09Q1,1
44,PSA3,GILMAN PLAYGROUND,FY09Q1,0.92424
1,PSA5,GLEN PARK,FY09Q1,1
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY09Q1,0.88696
94,GGP,GOLDEN GATE PARK,FY09Q1,0.92113
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY09Q1,1
104,PSA2,GRATTAN PLAYGROUND,FY09Q1,0.83735
116,PSA2,HAYES VALLEY PLAYGROUND,FY09Q1,0.64583
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY09Q1,0.64474
130,PSA1,HELEN WILLS PLAYGROUND,FY09Q1,1
137671,PSA3,HERZ PLAYGROUND,FY09Q1,0.79487
47,PSA3,HILLTOP PARK,FY09Q1,0.86047
32,PSA6,HOLLY PARK,FY09Q1,0.98148
146,PSA1,HYDE/VALLEJO MINI PARK,FY09Q1,1
145,PSA1,INA COOLBRITH MINI PARK,FY09Q1,0.9375
48,PSA3,INDIA BASIN SHORELINE PARK,FY09Q1,0.72222
54,PSA2,JACKSON PLAYGROUND,FY09Q1,0.8895
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY09Q1,0.92929
126,PSA2,JAPANTOWN PEACE PLAZA,FY09Q1,0.9375
122,PSA2,JEFFERSON SQUARE,FY09Q1,0.77027
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY09Q1,0.98889
28,PSA3,JOHN MCLAREN PARK,FY09Q1,0.76316
158,PSA5,JOOST/BADEN MINI PARK,FY09Q1,0.92308
60,PSA6,JOSE CORONADO PLAYGROUND,FY09Q1,0.8169
154,PSA1,JOSEPH CONRAD MINI PARK,FY09Q1,1
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY09Q1,0.85714
