RESERVAS PERSONAS CON MOVILIDAD REDUCIDA;;;;;;
Gis_X;Gis_Y;Distrito;Barrio;Calle;Nß Finca;Nß de Plazas
448567,08;4469586,15;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;CORRAL DE ALMAGUER, CALLE, DE;9;2
448401,49;4469333,61;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;CORRAL DE ALMAGUER, CALLE, DE;35 A;2
448288,94;4469161,75;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;CORRAL DE ALMAGUER, CALLE, DE;29;2
449773,02;4467847,67;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EDUARDO CHILLIDA, CALLE, DE;Fte 225;1
450289,88;4468101,36;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EDUARDO CHILLIDA, CALLE, DE;S/N;1
450260,35;4467950,94;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EDUARDO CHILLIDA, CALLE, DE;Fte 97;1
450274,29;4468004,22;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EDUARDO CHILLIDA, CALLE, DE;Fte 83;1
449976,66;4467777,73;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EDUARDO CHILLIDA, CALLE, DE;Fte 205;1
450115,35;4467771,02;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EDUARDO CHILLIDA, CALLE, DE;S/N;1
447768,97;4468703,33;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EL BOALO, CALLE, DE;7;2
449303,11;4468383,5;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE EL VELLON, CALLE, DEL;5;1
449024,72;4468567,64;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE LA JAROSA, CALLE, DEL;1;1
448935,81;4468460,77;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE LA JAROSA, CALLE, DEL;18;1
448915,09;4468400,17;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE LA JAROSA, CALLE, DEL;S/N;1
449172,67;4468139,41;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE MANZANARES, CALLE, DEL;Fte 2;1
449324,14;4468016,03;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE MANZANARES, CALLE, DEL;Fte 44;1
449512,56;4467936,34;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE MANZANARES, CALLE, DEL;104;1
449269,58;4468032,35;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE MANZANARES, CALLE, DEL;42;1
449451,55;4467956,98;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE MANZANARES, CALLE, DEL;102;1
449020,57;4468352,81;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE NAVACERRADA, CALLE, DEL;50;1
448951,29;4468419,11;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE NAVACERRADA, CALLE, DEL;9;1
448894,96;4468435,11;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE NAVACERRADA, CALLE, DEL;Fte 5;1
448791,32;4468523,78;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PICADAS, CALLE, DEL;1;1
448940,75;4468621,71;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PICADAS, CALLE, DEL;1;1
448898,81;4468586,86;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PICADAS, CALLE, DEL;4;1
448885,53;4468536,5;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PICADAS, CALLE, DEL;7;1
449637,94;4468164,87;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PINILLA, CALLE, DEL;1;1
449544,49;4468053,98;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PINILLA, CALLE, DEL;6;1
449408,17;4467815,08;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PINILLA, CALLE, DEL;Fte 44;1
449468,99;4467908,18;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PINILLA, CALLE, DEL;Fte 36;1
449377,45;4467797,7;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE PINILLA, CALLE, DEL;50;1
449151,71;4468183,15;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE SAN JUAN, CALLE, DEL;S/N;1
449193,58;4468217,56;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE SAN JUAN, CALLE, DEL;S/N;1
449042,33;4468015,79;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE SAN JUAN, CALLE, DEL;S/N;1
449073,67;4468034,6;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE SAN JUAN, CALLE, DEL;S/N;1
449134,5;4468127,65;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE SAN JUAN, CALLE, DEL;15;1
448860,54;4468578,33;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE VALMAYOR, CALLE, DEL;8;1
449049,12;4468473,25;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EMBALSE DE VALMAYOR, CALLE, DEL;27;1
449283,87;4468420,93;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENSANCHE DE VALLECAS, AVENIDA, DEL;86;1
449525,56;4468176,75;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENSANCHE DE VALLECAS, AVENIDA, DEL;110;1
449468,03;4468370,14;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENSANCHE DE VALLECAS, AVENIDA, DEL;81;1
449127,02;4468525,24;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENSANCHE DE VALLECAS, AVENIDA, DEL;78;1
448456,19;4469416,85;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENTREPELAS, CALLE, DE;Fte 15;1
448411,59;4468950,22;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENTREPELAS, CALLE, DE;Fte 49;1
448674,61;4469351,42;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENTREPELAS, CALLE, DE;27;1
448600,55;4469238,05;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENTREPELAS, CALLE, DE;S/N;2
448620,33;4469242,02;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENTREPELAS, CALLE, DE;S/N;2
448521,23;4469087,45;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENTREPELAS, CALLE, DE;45;1
448518,5;4469083,1;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ENTREPELAS, CALLE, DE;45;1
447828,68;4468759,32;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ESTREMERA, CALLE, DE;17;1
447857,89;4468721,05;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;ESTREMERA, CALLE, DE;1;1
447479,3;4469522,55;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;EULOGIO PEDRERO, CALLE, DE;12;2
447468,15;4470618;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FELIPE ALVAREZ, CALLE, DE;Fte 36;1
447229,08;4470569,44;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FELIPE ALVAREZ, CALLE, DE;14;1
447354,44;4470604,23;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FELIPE ALVAREZ, CALLE, DE;26;1
449717,39;4468285,85;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;Fte 72;1
449678,56;4468258,55;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;74;1
450045,85;4468788,78;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;9;1
450100,77;4468872,51;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;S/N;1
449843,42;4468508,89;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;42;1
449952,73;4468675,47;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;Fte 19;1
449936,4;4468621,54;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;S/N;1
450017,82;4468710,51;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;13;1
449977,59;4468684,68;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FERNANDO CHUECA GOITIA, CALLE, DE;17;1
447374,21;4470599,51;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRANCISCO FATOU, CALLE, DE;26;1
448366,97;4469911,9;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRESNO DE CANTESPINO, CALLE, DE;2;2
448345,32;4469944,82;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRESNO DE CANTESPINO, CALLE, DE;1;2
448722,35;4469678,98;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRESNO DE CANTESPINO, CALLE, DE;32;1
448635,42;4469735,96;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRESNO DE CANTESPINO, CALLE, DE;24;2
448615,12;4469768,16;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRESNO DE CANTESPINO, CALLE, DE;13;2
448522,11;4469810,1;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRESNO DE CANTESPINO, CALLE, DE;S/N;2
448565,38;4469800,98;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRESNO DE CANTESPINO, CALLE, DE;S/N;1
449920,35;4468808,58;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FRIDA KAHLO, CALLE, DE;Fte 7;1
447125,74;4469836,93;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FUENTIDUELA, CALLE, DE;2;1
447316,48;4469402,43;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FUENTIDUELA, CALLE, DE;37;1
447326,34;4469352,96;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FUENTIDUELA, CALLE, DE;39;1
447330,65;4469331,57;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;FUENTIDUELA, CALLE, DE;41;1
445424,69;4469552,63;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GAMONAL, CALLE, DEL;19;1
447475,83;4470063,58;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GAVIA SECA, CALLE, DE LA;30;1
447523,97;4470310,6;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GAVIA SECA, CALLE, DE LA;12;1
447499,54;4470115,92;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GAVIA SECA, CALLE, DE LA;Fte 30;1
445901,31;4469781,61;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GONZALEZ DAVILA, CALLE, DE;20;1
450039,77;4468405,37;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GRAN VIA DEL SURESTE, AVENIDA, DE LA;Fte 24;1
450168,46;4468601,82;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GRAN VIA DEL SURESTE, AVENIDA, DE LA;Fte 14;1
449764,23;4467727,89;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GRAN VIA DEL SURESTE, AVENIDA, DE LA;Fte 65;1
449912,42;4468115,26;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GRAN VIA DEL SURESTE, AVENIDA, DE LA;Fte 43;1
450006,37;4468498,25;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GRAN VIA DEL SURESTE, AVENIDA, DE LA;22B;1
450025,69;4468288,08;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;GRAN VIA DEL SURESTE, AVENIDA, DE LA;S/N;1
446731,23;4469311,32;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HONRUBIA, CALLE, DE;7;1
446513,62;4469346,85;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HONRUBIA, CALLE, DE;16;1
445433,38;4469729,73;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HORMIGUERAS, CAMINO, DE LAS;131;1
445972,12;4469904,41;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HORMIGUERAS, CAMINO, DE LAS;160;1
446096,57;4469954,63;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HORMIGUERAS, CAMINO, DE LAS;167;1
446203,67;4469978,45;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HORMIGUERAS, CAMINO, DE LAS;170;1
446318,69;4470001,8;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HORMIGUERAS, CAMINO, DE LAS;176 A;1
446460,54;4470019,15;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HORMIGUERAS, CAMINO, DE LAS;173;1
446473,44;4470019,41;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HORMIGUERAS, CAMINO, DE LAS;180 D;1
445340,49;4469685,26;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HORMIGUERAS, CAMINO, DE LAS;116;1
447259,73;4469227,98;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;HUELGA, CALLE, DE LA;18;1
447322,81;4470408,54;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JESUS DEL PINO, CALLE, DE;4;1
450164,79;4468752,83;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE ANTONIO REBOLLEDO Y PALMA, CALLE, DE;Fte 20;1
450027,42;4468824,49;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE ANTONIO REBOLLEDO Y PALMA, CALLE, DE;12B;1
449913,85;4468917,56;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE ANTONIO REBOLLEDO Y PALMA, CALLE, DE;2;1
448857,9;4468676,48;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE GUTIERREZ MAROTO, CALLE, DE;19;1
449194,42;4468790,83;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE TAMAYO, CALLE, DE;17;1
449307,3;4468698,07;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE TAMAYO, CALLE, DE;S/N;1
449026,9;4468900,94;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE TAMAYO, CALLE, DE;7;1
449038,99;4468873,7;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE TAMAYO, CALLE, DE;Fte 1;1
449090,22;4468859,42;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE TAMAYO, CALLE, DE;11;1
449139,92;4468807,26;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE TAMAYO, CALLE, DE;17;1
449257,29;4468749,85;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JOSE TAMAYO, CALLE, DE;S/N;1
449527,49;4468932,21;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JUAN ANTONIO BARDEM, CALLE, DE;24;1
449636,36;4468984,16;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JUAN ANTONIO BARDEM, CALLE, DE;8;1
449605,3;4468904,67;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JUAN ANTONIO BARDEM, CALLE, DE;22;1
449554,13;4468893,9;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JUAN ANTONIO BARDEM, CALLE, DE;24;1
447368,49;4470405,23;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;JUAN DE MALASALA, PLAZA, DE;12;2
448226,05;4469306,58;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA ADRADA, CALLE, DE;9;1
448444,42;4469879,89;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA GAVIA, AVENIDA, DE;5;2
447731,7;4468901,48;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA GAVIA, AVENIDA, DE;70;1
447564,63;4468674,27;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA GAVIA, AVENIDA, DE;90;1
447683,34;4468824,94;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA GAVIA, AVENIDA, DE;72;1
447372,51;4468939,36;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA GRANJA DE SAN ILDEFONSO, CALLE, DE;19;1
447182,53;4469042,98;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA GRANJA DE SAN ILDEFONSO, CALLE, DE;S/N;1
447687,19;4468723,34;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA GRANJA DE SAN ILDEFONSO, CALLE, DE;Fte 44;1
447770,27;4468669,05;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA GRANJA DE SAN ILDEFONSO, CALLE, DE;37;1
448373,35;4469471,55;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;S/N;1
448318,17;4469388,09;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;34;1
448592,04;4469806,77;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;Fte 15H;1
448519,97;4469668,16;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;10;1
448427,94;4469556,27;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;Fte 13;1
448246,83;4469250,74;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;43;1
448462,45;4469579,51;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;13;1
448485,36;4469643,9;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;S/N;1
448263,95;4469305,41;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA PUEBLANUEVA, CALLE, DE;38;1
447396,92;4469804,35;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LA REVOLTOSA, CALLE, DE;11;1
450166,69;4468253,45;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LAS SUERTES, AVENIDA, DE;S/N;1
445049,02;4469728,06;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;LUIS I, CALLE, DE;65;1
447247,94;4469394,46;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MALPICA DE TAJO, CALLE, DE;6;1
447255,5;4469358,66;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MALPICA DE TAJO, CALLE, DE;8;1
447235,96;4470513,9;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MANUEL PAVIA, CALLE, DE;15B;1
449697,28;4468321,9;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MARIA TERESA LEON, CALLE, DE;Fte 21;1
449586,17;4468415,61;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MARIA TERESA LEON, CALLE, DE;15B;1
449418,87;4468525,14;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MARIA TERESA LEON, CALLE, DE;1;1
449538,97;4468446,76;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MARIA TERESA LEON, CALLE, DE;11;1
446932,16;4469866,82;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MARTIN MULOZ DE LAS POSADAS, CALLE, DE;8B;1
446913,57;4469824,01;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MARTIN MULOZ DE LAS POSADAS, CALLE, DE;7;1
446995,34;4469912,2;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MARTIN MULOZ DE LAS POSADAS, CALLE, DE;S/N;1
447157,69;4469320,54;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MATILLAS, CALLE, DE;Fte 11;1
446518,98;4469159,72;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;20;1
446537,95;4469188,79;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;Fte 20;1
447199,71;4468755,73;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447028,5;4468825,84;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447047,42;4468855,66;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
448011,78;4468223,48;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447992,89;4468193,97;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447904,39;4468293,72;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447885,92;4468264,7;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447807,63;4468315,33;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
446969,49;4468906,09;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
446950,73;4468876,47;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447826,84;4468344,44;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
446693,33;4469087,34;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447325,92;4468673,13;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447165,28;4468736,1;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447175,61;4468729,35;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447332,5;4468626,51;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447342,71;4468619,79;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447362,12;4468649,49;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447681,17;4468439,99;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;con C/Alto de l;1
447158,58;4468782,95;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
446242,2;4469341,23;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
446349,9;4469270,39;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
446368,91;4469299,44;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447481,63;4468571,03;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447462,8;4468541,53;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;
447540,54;4468490,15;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;
447559,94;4468519,27;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
446674,19;4469057,24;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
447719,52;4468414,62;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAYORAZGO, AVENIDA, DEL;S/N;1
448601,33;4469897,62;18  VILLA DE VALLECAS;18-01 CASCO HISTrRICO DE VALLECAS;MAZATERON, CALLE, DE;S/N;1
