IDELEM;LOCALIZACI;NUM;TIPO;OBSERV;LON0
2714;GREGORIO SANCHEZ HERRAIZ;0;502;;8,29
7979;GTA EJERCITO - ACCESO HOSPITAL;0;501;;6,27
856;GUADALAJARA;6;501;;16,29
855;GUADALAJARA;2;502;;13,14
2961;GUADALAJARA;2;501;ACCESO A INTERCAMBIADOR DE TRANSPORTE;13,02
8031;GUADALAJARA;0;501;;15,88
2861;GUADALAJARA;105;501;;16,48
8030;GUADALAJARA;0;501;;16,18
2284;GUAREÑA;2;501;;5,3
1959;GUAREÑA;22;501;;12
1961;GUAREÑA;9;501;;11,5
1234;GUAREÑA;27;501;;16,6
1960;GUAREÑA;13;501;;11
5316;GUAYABA;0;501;;9,95
256;Guillermo de Osma;18;501;;12,3
342;Guillermo de Osma;1;501;;13,36
1157;GUILLERMO PINGARRON;38;501;;12,47
7735;GUINDALERA;2;501;;6,86
2875;GUINDALERA;2;501;;9
2549;GUZMAN EL BUENO;14;501;UN SOLO SENTIDO;7,3
166;GUZMAN EL BUENO;1;501;;7,57
2763;GUZMAN EL BUENO;49;501;ARBOL EN BARBACANA;8,63
4774;GUZMAN EL BUENO;87;501;;9,8
5838;GUZMAN EL BUENO;33;501;;7,15
1471;GUZMAN EL BUENO;103;501;;10,8
1476;GUZMAN EL BUENO;101;501;;7,43
2760;GUZMAN EL BUENO;44;501;;6,8
2180;HACIENDA DE PAVONES;231;501;;12,02
2858;HACIENDA DE PAVONES;255;501;ACCESO A CENTRO DE SALUD;11,99
2060;HACIENDA DE PAVONES;306;501;;10,58
2856;HACIENDA DE PAVONES;354;501;ACCESO A POLIDEPORTIVO Y CENTRO RELIGIOSO;12,96
2179;HACIENDA DE PAVONES;352;502;ACCESO A CENTRO DE SALUD;7,91
971;HACIENDA DE PAVONES;4;502;ACCESO A ZONA COMERCIAL;9,13
978;HACIENDA DE PAVONES;124;501;;11,67
2057;HACIENDA DE PAVONES;240;501;INTERCAMBIADOR;7,43
980;HACIENDA DE PAVONES;144;501;;10,13
2058;HACIENDA DE PAVONES;240;501;;11,39
2816;HALCON;38;501;;9,07
2465;HERMANOS BECQUER;2;501;;14,5
2464;HERMANOS BECQUER;1;501;;5,8
625;HERMANOS DE PABLO;2;501;PROXIMO A PLAZA PMR. ACCESO METRO;6,17
638;HERMANOS DE PABLO;46;501;ACCESO A COLEGIO;10,13
18;HERMANOS FERNANDEZ SWAN;2;501;;7,8
15;HERMANOS FERNANDEZ SWAN;1;501;;12
2440;HERMANOS GARCIA NOBLEJAS;68;501;ACCESO A COLEGIO. KIOSCO ONCE. ONCE DTT-1577/10;10,18
2441;HERMANOS GARCIA NOBLEJAS;49;501;ACCESO A COLEGIO. ONCE DTT-1577/10;10,47
883;HERMANOS GARCIA NOBLEJAS;29;501;;13,5
880;HERMANOS GARCIA NOBLEJAS;69;501;;10,02
1330;HERMANOS GARCIA NOBLEJAS;158;501;;11,49
881;HERMANOS GARCIA NOBLEJAS;69;501;;9,39
1329;HERMANOS GARCIA NOBLEJAS;158;501;;12,22
1328;HERMANOS GARCIA NOBLEJAS;162;501;ACCESO A CENTRO DE MAYORES;10,18
1327;HERMANOS GARCIA NOBLEJAS;162;501;ACCESO A CENTRO DE MAYORES;9,72
882;HERMANOS GARCIA NOBLEJAS;42;501;;10,02
2950;HERMANOS GARCIA NOBLEJAS;0;501;ACCESO A INTERCAMBIADOR DE TRANSPORTE;12,23
616;HERMANOS GARCIA NOBLEJAS;1;501;ACCESO AL INTERCAMBIADOR DE TRANSPORTE Y CENTRO COMERCIAL;12,04
2311;HERMANOS GARCIA NOBLEJAS;0;501;0;9,99
615;HERMANOS GARCIA NOBLEJAS;2;501;ACCESO AL INTERCAMBIADOR DE TRANSPORTE Y CENTRO COMERCIAL;10
2949;HERMANOS GARCIA NOBLEJAS;145;501;ACCESO A INTERCAMBIADOR DE TRANSPORTE;11,45
2958;HERMANOS GARCIA NOBLEJAS;0;501;ACCESO A INTERCAMBIADOR DE TRANSPORTE;10,21
875;HERMANOS GARCIA NOBLEJAS;172;501;ACCESO A CENTRO DE SALUD;13,39
2959;HERMANOS GARCIA NOBLEJAS;0;501;ACCESO A INTERCAMBIADOR DE TRANSPORTE;10,22
876;HERMANOS GARCIA NOBLEJAS;115;501;ACCESO A CENTRO DE SALUD;10,26
2310;HERMANOS GARCIA NOBLEJAS;28;501;0;9,19
2459;HERMOSILLA;9;501;;3,27
582;HERNANDEZ DE TEJADA;2;502;;12
1033;HERNANI;2;501;;4,8
1381;HERREROS DE TEJADA;24;501;;5,96
1425;Hiedra;32;502;;7,04
1424;Hiedra;32;502;;7,73
229;HIERRO;29;501;;6
237;HIERRO;4;501;;9,73
227;HIERRO;33;501;;8,5
231;HIERRO;27;501;;5,8
239;HIERRO;14;501;;9,9
1468;Hilari?n Eslava;1;501;;6,7
2517;HILARION ESLAVA;24;501;;4,8
2755;HILARION ESLAVA;31;501;;4,8
2753;HILARION ESLAVA;33;501;;4,7
2515;HILARION ESLAVA;26;501;;4,8
1466;HILARION ESLAVA;1;501;;5,18
103;HORTALEZA;45;501;;3
2070;HORTALEZA;83;501;PASO PEATONES NUEVO. OBRAS PLAZA DE SANTA BARBARA;9,62
2061;HORTALEZA;1;501;;5,5
2687;HUESCA;33;501;;8,92
1610;HUMERA;4;501;POLIDEPORTIVO ALFREDO GOYENECHE;13,52
2450;IBIZA;44;501;PASEO CENTRAL;5,25
2967;IBIZA;45;501;ACCESO A HOSPITAL;5,7
383;IBIZA;21;501;;4,5
382;IBIZA;20;501;;5,96
2449;IBIZA;41;501;;4,77
2451;IBIZA;46;501;;5,75
2448;IBIZA;43;501;;6,3
385;IBIZA;18;501;;4,5
386;IBIZA;18;501;;5,8
1216;ILLESCAS;57;501;;7,1
1218;ILLESCAS;59;501;;6,95
1826;ILLESCAS;54;501;;7
1223;ILLESCAS;0;501;ACCESO A PARQUE;11,23
1215;ILLESCAS;11;501;;6,9
1838;ILLESCAS;0;501;ACCESO A PARQUE;11
1956;INDALECIO FERNANDEZ;1;501;;7,09
7824;INDALECIO FERNANDEZ;1;501;;7,16
2251;INFANTA MERCEDES;72;501;;14,96
1027;INFANTA MERCEDES;11;501;;7,53
2108;INFANTA MERCEDES;63;501;;10,01
2510;INFANTA MERCEDES;61;501;;10,31
897;Inocenta de Mesa;46;501;;9,82
1071;ISAAC PERAL;44;501;ACCESO A HOSPITAL. ARBOL EN BARBACANA;16,33
1075;ISAAC PERAL;6;501;;13,85
1068;ISAAC PERAL;42;501;;15,9
127;ISABEL LA CATOLICA;14;501;;5,8
5693;ISABELITA USERA;47;501;;3,09
5691;ISABELITA USERA;35;501;;3,1
301;ISIDORO DE SEVILLA;1;501;;7,3
4318;ISLA DE AROSA;0;501;;9,58
2734;ISLA DE AROSA;39;501;;9,05
1547;ISLA DE AROSA;0;501;;5,04
2745;ISLA DE OZA;0;501;;6,08
2735;ISLAS CIES;2;501;;6,34
1115;JACINTO VERDAGUER;10;501;;11,8
7944;JACINTO VERDAGUER;13;501;;11,18
7946;JACINTO VERDAGUER;17;501;;9,36
1113;Jacinto Verdaguer;8;501;;12
1296;JACOBEO;0;501;;12,97
8061;JACOBINIA;0;501;;11,14
134;JACOMETREZO;1;501;;15,32
1031;Jaen;2;501;;3,28
257;JAIME EL CONQUISTADOR;37;501;ACCESO A PARQUE MADRIDRIO;8,15
6307;JAIME EL CONQUISTADOR;37;501;;7,84
258;JAIME EL CONQUISTADOR;46;501;;8,3
368;JAIME EL CONQUISTADOR;2;501;;7
369;JAIME EL CONQUISTADOR;1;501;;7,3
4570;JAIME EL CONQUISTADOR;46;501;;5,83
261;JAIME EL CONQUISTADOR;19;501;;8,2
4571;JAIME EL CONQUISTADOR;19;501;ARBOL EN BARBACANA;7,83
1094;JARDIN DE LA DUQUESA;20;501;;6,43
2826;JAVIER DE MIGUEL;1;501;;7,82
2828;JAVIER DE MIGUEL;2;501;;6,9
1808;JAVIER DE MIGUEL;5;501;;7,28
7732;JAVIER DE MIGUEL;5;501;;7,1
928;Javier del Quinto;2;501;;11,41
588;JAZMIN;11;501;;9,62
586;JAZMIN;13;501;;13,83
1392;JEREZ;20;501;;4,39
1012;JERONIMA LLORENTE;2;501;;5,8
5102;JERONIMO IBORRA;0;501;;10,3
1889;JESUS DEL PINO;5;501;;7,3
1538;JESUS DEL PINO;32;502;;8,5
1539;JESUS DEL PINO;19;502;;8,19
1890;JESUS DEL PINO;2;501;;7
1312;JILGUERO;7;501;;5,6
1026;JOAQUIN COSTA;2;501;ACCESO A METRO;6,26
1176;JOAQUIN COSTA;49;501;;32,2
1352;JOAQUIN COSTA;63;501;;7,5
1351;JOAQUIN COSTA;40;501;;7,5
1025;JOAQUIN COSTA;1;501;ACCESO A METRO;7,57
1322;JOAQUIN TURINA;0;501;;6,45
1295;JOAQUIN TURINA;0;501;;6,71
1321;JOAQUIN TURINA;0;501;;10,37
6296;JOAQUIN TURINA;90;501;;6,53
1294;JOAQUIN TURINA;0;501;;6,08
6294;JOAQUIN TURINA;0;501;;6,62
1293;JOAQUIN TURINA;0;501;;6,62
1291;JOAQUIN TURINA;0;501;;4,33
1289;JOAQUIN TURINA;0;501;;7,55
6295;JOAQUIN TURINA;92;501;;6,55
3023;JORGE JUAN;49;502;;9,07
2418;JORGE JUAN;2;501;;14,7
2614;JORGE JUAN;81;501;;8,67
39;JORGE JUAN;1;501;;11,76
1730;JORGE JUAN;3;501;;5,99
1480;JOSE ABASCAL;49;501;;15,79
2750;JOSE ABASCAL;37;501;;14
1243;JOSE ABASCAL;65;501;;18
756;JOSE ABASCAL;2;501;;14,8
1950;JOSE ABASCAL;39;501;;15,8
758;JOSE ABASCAL;4;501;ACCESO A COLEGIO;15,8
2374;JOSE ABASCAL;50;501;;15
516;JOSE ABASCAL;17;501;;14,5
518;JOSE ABASCAL;15;501;;15,8
1998;JOSE ARCONES GIL;40;501;GR.6  PETICION ONCE DTT-517/09;6,41
1437;JOSE BARDASANO BAOS;15;501;ACCESO A COLEGIO;13,53
3198;JOSE BERGAMIN;6;501;;3,73
2657;JOSE BERGAMIN;1;501;;7,09
7786;JOSE DE CADALSO;39;501;;4,8
1519;JOSE DE CADALSO;94;501;;6,32
1528;JOSE DE CADALSO;82;501;;7,55
1531;JOSE DE CADALSO;62;501;;7,15
1533;JOSE DE CADALSO;39;501;;4,7
1526;JOSE DE CADALSO;80;501;ARBOL EN BARBACANA;8,43
2372;JOSE DEL HIERRO;2;501;ACCESO AL COLEGIO OBISPO PERELLO. SUMIDERO EN BARBACANA;11,74
2946;JOSE DEL HIERRO;71;501;;8
639;JOSE DEL HIERRO;61;501;;11,85
2871;JOSE DEL HIERRO;3;501;ACCESO A PARQUE;8,07
1930;JOSE DEL HIERRO;5;501;ACCESO A POLIDEPORTIVO. ACCESO A COLEGIO. PROXIMO A PLAZA PMR;7,9
1943;JOSE GUTIERREZ MAROTO;15;501;;13
1940;JOSE GUTIERREZ MAROTO;26;501;;13,17
741;JOSE ORTEGA Y GASSET;56;501;ACCESO A COLEGIO;10,9
2218;JOSE ORTEGA Y GASSET;41;501;;11,21
1732;JOSE ORTEGA Y GASSET;9;501;;13,4
2583;JOSE ORTEGA Y GASSET;4;501;;5,5
1736;JOSE ORTEGA Y GASSET;27;501;;10,3
1734;JOSE ORTEGA Y GASSET;7;501;;5,12
740;JOSE ORTEGA Y GASSET;57;501;;14,92
738;JOSE ORTEGA Y GASSET;62;501;;13
736;JOSE ORTEGA Y GASSET;88;501;BACULO EN MITAD DE BARBACANA;13,5
1735;JOSE ORTEGA Y GASSET;10;501;;10,5
1738;JOSE ORTEGA Y GASSET;20;501;;11,22
599;JOSE SILVA;19;501;;8,39
598;JOSE SILVA;24;501;;13,55
1433;JOSE VASCONCELOS;7;501;;7,39
1435;JOSE VASCONCELOS;9;501;;3,83
576;JOSEFA VALCARCEL;2;501;;14,28
527;JUAN BRAVO;14;501;;6
2885;JUAN BRAVO;77;501;;7,33
1900;JUAN BRAVO;1;501;;8,76
526;JUAN BRAVO;9;501;;6,3
523;JUAN BRAVO;16;501;;6,3
1903;JUAN BRAVO;1;501;;16,35
1572;JUAN BRAVO;52;501;;6,4
1571;JUAN BRAVO;55;501;;6,4
1901;JUAN BRAVO;2;501;;9,1
524;JUAN BRAVO;11;501;ACCESO A COLEGIO;6,07
788;JUAN DE HERRERA;4;502;;18,29
2287;JUAN DE OLIAS;1;501;;4,2
413;JUAN DE URBIETA;1;501;;4,4
2945;JUAN IGNACIO LUCA DE TENA;0;502;;11,99
5433;JUAN JOSE MARTINEZ SECO;0;501;;6,12
1135;JUAN JOSE MARTINEZ SECO;2;502;;11,1
1029;JUAN PANTOJA;1;501;;2,79
636;JUAN PEREZ ZU?IGA;8;501;;9,76
1669;JUAN RAMON CARRERO;35;501;;5,9
872;JULIA GARCIA BOUTAN;1;501;;5,51
873;JULIA GARCIA BOUTAN;2;501;;5,99
2866;JULIAN CAMARILLO;35;501;;10,22
2868;JULIAN CAMARILLO;33;501;;9,93
3162;JULIAN CAMARILLO;51;501;;13,81
884;JULIAN CAMARILLO;1;501;;13,7
900;JULIAN CAMARILLO;99;501;;13,8
2438;JULIAN CAMARILLO;11;501;ONCE DTT-1577/10;10,78
8095;JULIAN CAMARILLO;43;501;;9,27
1496;JULIO CAMBA;1;501;ACCESO A LA PLAZA DE TOROS DE LAS VENTAS;22,8
1497;JULIO CAMBA;1;501;ACCESO A LA PLAZA DE TOROS DE LAS VENTAS;6,8
2884;JULIO CAMBA;15;501;ACCESO A LA PLAZA DE TOROS DE LAS VENTAS;14,3
3090;JULIO DANVILA;1;501;ACCESO A COLEGIO;12,37
708;LA BA?EZA;40;501;;9,78
1914;LA GAVIA;0;501;;10
1915;LA GAVIA;0;501;;10
1916;LA GAVIA;0;501;;10
1913;LA GAVIA;0;501;;10
98;Labrador;2;501;;3,98
1084;LADERA DE LOS ALMENDROS;33;501;;7,16
1085;LADERA DE LOS ALMENDROS;40;501;;8,31
6516;LAGARTERA;2;501;;3,99
6515;LAGARTERA;242;501;;10,07
116;LAGASCA;111;501;;3,9
114;LAGASCA;109;501;;3,87
4316;LAGO CALAFATE;17;501;SUMIDERO EN BARBACANA;5,73
1155;LAGO CALAFATE;22;501;;6,84
629;LAGO CONSTANZA;1;501;PROXIMO A PLAZA PMR;7,17
1666;LAGUNA;60;501;;9,75
1668;LAGUNA;141;501;;3,52
652;LAUD;2;501;;11,4
415;LEON GIL DE PALACIO;1;501;;8,53
1151;LEONESES;1;501;;10,74
1152;LEONESES;2;501;;8,37
914;LIBERACION;47;501;;6,43
10;LIRA;10;501;ACCESO A COLEGIO;7,5
936;LOGRO?O;361;501;;7,68
940;LOGRO?O;287;502;;7,12
935;LOGRO?O;164;501;;16,91
937;LOGRO?O;162;501;;7,41
2345;LOGRO?O;48;501;ACCESO A COLEGIO;7,15
939;LOGRO?O;287;502;;7,1
2346;LOGRO?O;187;501;ACCESO A COLEGIO;10,49
7943;LOLA MEMBRIVES;13;501;;4,02
733;LOMBIA;1;501;;12,07
1056;LOPE DE HARO;1;501;;9,13
1055;LOPE DE HARO;2;501;;6,5
1011;LOPE DE HARO;38;501;;9,37
427;LOPE DE RUEDA;23;501;;3,63
391;LOPE DE RUEDA;64;501;;4,1
567;LOPEZ DE HOYOS;307;501;;4,25
1368;LOPEZ DE HOYOS;200;501;;10,28
1366;LOPEZ DE HOYOS;131;501;;9,33
3384;LOPEZ DE HOYOS;36;501;;6
1369;LOPEZ DE HOYOS;163;501;ACCESO A COLEGIO;11,72
1945;LOPEZ DE HOYOS;153;502;;9,06
2470;LOPEZ DE HOYOS;17;501;;3,96
1697;LOPEZ DE HOYOS;36;501;;17,46
1372;LOPEZ DE HOYOS;204;501;;6,28
1364;LOPEZ DE HOYOS;138;501;;10,14
1877;LOPEZ DE HOYOS;81;501;;10,22
904;LOPEZ DE HOYOS;504;501;;21,47
2704;LOPEZ DE HOYOS;353;501;;7,69
2703;LOPEZ DE HOYOS;464;501;;9,3
1882;LOPEZ DE HOYOS;108;501;;9,73
2700;LOPEZ DE HOYOS;468;501;;8,46
2699;LOPEZ DE HOYOS;357;501;;7,78
1898;LOPEZ DE HOYOS;135;501;;9,53
1561;LOPEZ DE HOYOS;365;502;;16,06
1353;LOPEZ DE HOYOS;60;501;;14,94
2887;LOPEZ DE HOYOS;19;501;;6,8
1362;LOPEZ DE HOYOS;39;501;;12,49
2888;LOPEZ DE HOYOS;22;501;;6
2401;LOPEZ DE HOYOS;337;501;GR.19;15,74
592;LOPEZ DE HOYOS;342;501;PROXIMO A PLAZA PMR;9,7
563;LOPEZ DE HOYOS;368;501;;8,42
3383;LOPEZ DE HOYOS;36;501;;5,78
566;LOPEZ DE HOYOS;364;501;;7,82
1357;LOPEZ DE HOYOS;42;501;;6
1358;LOPEZ DE HOYOS;27;501;;5,8
1360;LOPEZ DE HOYOS;66;501;;8,1
1361;LOPEZ DE HOYOS;55;501;;12,5
2383;LORENZO SOLANO TENDERO;1;501;GR.11;8,64
2521;LUCHANA;22;501;;15,8
2071;LUCHANA;41;501;;15,2
1485;LUCHANA;28;501;;16
154;LUCHANA;1;501;ACCESO AL METRO;15,87
2705;LUIS BUITRAGO;0;501;;7,23
2815;LUIS CHAMIZO;7;501;;10,5
958;LUIS DE HOYOS SAINZ;1;501;;11,95
962;LUIS DE HOYOS SAINZ;144;501;;11,87
960;LUIS DE HOYOS SAINZ;106;501;;9,31
2302;LUIS DE SALAZAR;6;501;;8,33
7985;LUIS DE SALAZAR;4;501;;7,68
2091;LUISA FERNANDA;1;501;;5,29
1186;M-30 . AVDA DE LA PAZ;1000;501;CAM SALUD. CENTRO DE ESPECIALIDADES HERMANOS SANGRO;11,27
1184;M-30 . AVDA DE LA PAZ;1050;501;;12,98
631;M-30 SUR;0;501;;10,92
630;M-30 SUR;0;501;;8,2
1187;M-30. Avenida de La Paz;1;501;;13,61
1185;M-30. Avenida de La Paz;0;501;;14,5
7129;MACHUPICHU;95;502;;6,99
7128;MACHUPICHU;56;502;;6,92
1394;MADRESELVA;1;501;COINCIDE CON GASOLINERA Y ZONA SURTIDORES;10,95
2584;MAESTRO ARBOS;29;501;;5,8
245;MAESTRO ARBOS;3;501;;12,3
248;MAESTRO ARBOS;1;501;;12
2514;MAGALLANES;14;501;;6,9
1855;MAGNOLIAS;105;501;;12,71
452;MAIQUEZ;16;501;;6,63
2670;MALDONADO;69;501;;7,13
727;MALDONADO;54;501;;7,3
2956;MALMOE;0;501;ACCESO A INTERCAMBIADOR DE TRANSPORTE;11,34
1333;MAMPOSTERIA;19;501;;12,76
2340;MANOTERAS;46;502;;6,04
2339;MANOTERAS;93;501;;7,23
8059;MANUEL BARTOLOME COSSIO;2;501;ACCESO A HOSPITAL;10,03
81;MANUEL MACHADO;2;501;ACCESO CENTRO COMERCIAL ALCAMPO;10,69
2382;MANUEL MARA?ON;2;501;ACCESO A CENTRO COMERCIAL. ACCESO PARQUING.;9,03
2280;MANUEL URIBE;2;501;GR.8  PETICION ONCE;5,74
155;MANUELA MALASA?A;1;501;;3,99
1220;MAQUEDA;1;501;;10
1619;MAQUEDA;68;501;SUMIDERO EN BARBACANA, ACCESO A COLEGIO Y PARROQUIA;10
1632;MAQUEDA;117;502;;6,3
1226;MAQUEDA;142;501;;10,2
1908;MAQUEDA;13;501;;5,88
7733;MAQUEDA;142;501;;5,9
74;MAR ADRIATICO;1;501;;15,29
909;MAR CASPIO;1;501;;18,45
2710;MAR CASPIO;23;501;;11,75
1576;MAR DE LAS ANTILLAS;0;501;;9,58
2708;MAR DE LAS ANTILLAS;3;501;ARBOL EN BARBACANA;7
2709;MAR DE LAS ANTILLAS;6;501;;8,2
1574;MAR DE LAS ANTILLAS;10;501;;8,86
1573;MAR DE LAS ANTILLAS;0;502;;8,71
2711;MAR MENOR;2;501;;6,4
2054;MARCELO USERA;170;501;;17,03
812;MARCELO USERA;83;501;;6,99
820;MARCELO USERA;4;501;;13,44
1452;MARCENADO;50;501;ACCESO A COLEGIO;12,11
477;MARIA DE MOLINA;31;501;;9,23
479;MARIA DE MOLINA;29;501;;11,94
480;MARIA DE MOLINA;60;501;;8,85
482;MARIA DE MOLINA;39;501;;8,92
489;MARIA DE MOLINA;41;501;;9,04
4577;MARIA DE MOLINA;39;501;;9,32
4578;MARIA DE MOLINA;60;501;;9,44
4580;MARIA DE MOLINA;29;501;;9,49
2471;MARIA DE MOLINA;20;501;;9
2889;MARIA DE MOLINA;21;501;;8,5
4581;MARIA DE MOLINA;31;501;;9
2472;MARIA DE MOLINA;17;501;;8,92
3340;MARIA DE MOLINA;1;501;ARBOL EN BARBACANA;20,12
488;MARIA DE MOLINA;70;501;;10,7
2890;MARIA DE MOLINA;24;501;ALCORQUE ARBOL EN BARBACANA;5,3
3985;MARIA DE PORTUGAL;0;501;;6,73
3986;MARIA DE PORTUGAL;7;501;;7,16
498;MARIA TERESA SAINZ DE HEREDIA;0;501;KIOSCO ONCE.;9,08
2644;MARIO CABRE;18;501;;8,01
2646;MARIO CABRE;14;501;;10,19
2647;MARIO CABRE;9;501;;11,71
2649;MARIO CABRE;7;501;;13,66
2651;MARIO CABRE;5;501;;9,52
2653;MARIO CABRE;2;501;;8,74
957;MARIO CABRE;2;501;;14,13
3806;MARQUES DE CORBERA;58;501;ACCESO METRO;6,4
496;MARQUES DE CORBERA;49;501;KIOSCO ONCE.;8,3
3805;MARQUES DE CORBERA;59;501;ACCESO METRO;9,11
497;MARQUES DE CORBERA;49;501;KIOSCO ONCE.;6,58
1589;MARQUES DE CORBERA;3;501;;8,84
1588;MARQUES DE CORBERA;8;501;;6,88
1590;MARQUES DE CORBERA;30;501;;6,81
1591;MARQUES DE CORBERA;27;501;;8,81
5621;MARQUES DE JURA REAL;0;501;;12,12
579;MARQUES DE PORTUGALETE;1;501;POSTE EN BARBACANA;9,01
3482;MARQUES DE URQUIJO;46;501;ADCIONALMENTE AMPLIAR LA MEDIANA;10,7
4573;MARQUES DE URQUIJO;36;501;;10,95
3479;MARQUES DE URQUIJO;19;501;;21,9
4572;MARQUES DE URQUIJO;38;501;;10,23
1713;MARQUES DE URQUIJO;38;501;;8,64
3483;MARQUES DE URQUIJO;47;501;;9,82
1076;MARQUES DE URQUIJO;36;501;;5,9
169;MARQUES DE URQUIJO;1;501;;19,7
2637;MARQUES DE URQUIJO;29;501;;19,18
2622;MARQUES DE URQUIJO;10;501;;18,7
1058;MARQUES DE VIANA;1;501;;11,88
2747;MARQUES DE VIANA;88;501;;12,72
3636;MARQUES DE ZAFRA;0;501;;6,6
2853;MARROQUINA;47;501;;5,92
954;MARROQUINA;114;501;;13,48
2851;MARROQUINA;49;501;;12,05
91;MARTIN DE VARGAS;2;501;;8,66
2827;MARTINEZ DE LA RIVA;88;501;;8,15
2839;MARTINEZ DE LA RIVA;2;501;;4,84
2829;MARTINEZ DE LA RIVA;87;501;;7,04
2840;MARTINEZ DE LA RIVA;25;501;;3,83
2662;MARTINEZ DE LA RIVA;105;501;ONCE DTT-1074/11;8,12
2227;MARTINEZ DE LA RIVA;143;501;PETICION ONCE DTT 1337/2009;7,23
2842;MARTINEZ DE LA RIVA;19;501;;6,04
2378;MARTINEZ IZQUIERDO;1;501;REGISTRO EN CALZADA;6,8
2094;MARTIRES DE ALCALA;1;501;;5,6
2527;MARTIRES DE ALCALA;11;501;;8,36
4075;MASO;0;501;;8,52
4076;MASO;0;501;;7,31
472;MATAELPINO;5;501;;8,31
1397;MATEO INURRIA;41;501;ACCESO A COLEGIO;8,55
1396;MATEO INURRIA;58;501;ACCESO A COLEGIO;6,89
1432;MATEO INURRIA;16;501;;13,72
1048;MATEO INURRIA;379;501;;11,61
1047;MATEO INURRIA;1;501;;19,13
494;MATEO INURRIA;6;501;;11,44
492;MATEO INURRIA;13;501;;19,17
1429;MAURICIO LEGENDRE;2;501;;9,19
1430;MAURICIO LEGENDRE;3;501;;11,6
2319;MAURICIO LEGENDRE;0;501;;7,34
2129;MAURICIO LEGENDRE;39;501;;6,04
2425;MAYOR;1;501;;6,6
14;MEDITERRANEO;46;501;;6,4
17;MEDITERRANEO;39;501;ACCESO ASCENSOR METRO CONDE DE CASAL;9,6
3594;MEDITERRANEO;33;501;ADICIONALMENTE EJECUTAR MEDIANA;21,09
3592;MEDITERRANEO;25;501;;18,15
22;MEDITERRANEO;3;501;;8,31
3590;MEDITERRANEO;16;501;;19,37
16;MEDITERRANEO;44;501;;11,7
13;MEDITERRANEO;41;501;;12,7
23;MEDITERRANEO;2;501;;5,7
8115;MEJIA LEQUERICA;0;501;;6,67
713;MELCHOR FERNANDEZ ALMAGRO;26;501;;9,89
711;MELCHOR FERNANDEZ ALMAGRO;28;501;;11,78
2742;MELCHOR FERNANDEZ ALMAGRO;62;501;;10,59
714;MELCHOR FERNANDEZ ALMAGRO;42;501;;10,17
686;MELCHOR FERNANDEZ ALMAGRO;86;501;;10,18
685;MELCHOR FERNANDEZ ALMAGRO;86;501;;9,39
1158;MELILLA;0;501;;5,8
2069;MELQUIADES BIENCINTO;1;501;;4,58
360;MENDEZ ALVARO;13;502;;10
2216;MENDEZ ALVARO;5;501;;10,37
285;MENDEZ ALVARO;22;502;;7,5
196;MENDEZ ALVARO;1;501;;7
7868;MENDEZ ALVARO;42;502;;10,41
7869;MENDEZ ALVARO;43;502;;12,6
6149;MENDEZ ALVARO;54;501;;13,4
7891;MENDEZ ALVARO;18;501;;7,2
346;MENDEZ ALVARO;75;501;;10,35
347;MENDEZ ALVARO;66;501;;12,9
6148;MENDEZ ALVARO;57;501;;10,7
7893;MENDEZ ALVARO;69;502;;12,3
7894;MENDEZ ALVARO;58;502;;10,15
2578;MENDEZ ALVARO;16;501;ACCESO A COLEGIO;7
361;MENDEZ ALVARO;32;502;;10,5
2577;MENDEZ ALVARO - ACCESO AVE;16;501;ACCESO A COLEGIO. SALIDA ESPECIFICA DE LOS TAXIS - ESTACION ATOCHA;11,8
2210;MENENDEZ PELAYO;81;501;;22,8
24;MENENDEZ PELAYO;93;501;;17,2
439;MENENDEZ PELAYO;7;501;;17,74
418;MENENDEZ PELAYO;123;501;;8,7
401;MENENDEZ PELAYO;77;501;;11,3
400;MENENDEZ PELAYO;12;501;;8,99
395;MENENDEZ PELAYO;63;501;ACCESO AL PARQUE DEL RETIRO;9,2
394;MENENDEZ PELAYO;63;501;ACCESO AL PARQUE DEL RETIRO;8,8
388;MENENDEZ PELAYO;47;501;ACCESO AL PARQUE DEL RETIRO;9,27
387;MENENDEZ PELAYO;47;501;ACCESO AL PARQUE DEL RETIRO;7,1
7768;MENENDEZ PELAYO;123;501;;8,7
437;MENENDEZ PELAYO;9;501;ACCESO AL PARQUE DEL RETIRO;18,3
425;MENENDEZ PELAYO;105;501;;16,46
3616;MENENDEZ PELAYO;18;501;ACCESO AL PARQUE DEL RETIRO;20,88
21;MENENDEZ PELAYO;91;501;;18,6
2336;MENENDEZ PELAYO;71;501;;10,56
2335;MENENDEZ PELAYO;12;501;;10
2834;MENESES;0;501;ACCESO A PARQUE;7,7
2777;MENORCA;26;501;;3,2
2648;MERIDA;11;501;;8,86
2650;MERIDA;9;501;;10,56
136;MESONERO ROMANOS;11;501;;3,5
2513;MIGUEL ANGEL;28;501;;14,5
511;MIGUEL ANGEL;27;501;;14
2046;MIGUEL ANGEL;11;501;;12,5
2519;MIGUEL ANGEL;5;501;;14,2
508;MIGUEL ANGEL;1;501;;12,86
2426;MIGUEL MOYA;1;501;;2,99
87;MIGUEL SERVET;22;501;;2,45
1965;MIGUEL YUSTE;47;501;;8,29
1095;MINERVA;91;501;;6,38
2233;MINERVA;34;501;;6,5
1096;MINERVA;91;501;;6,37
2234;MINERVA;37;501;;6,38
